userid,placeid,local_datetime,categoryid,latitude,longitude,country_name,state,category
71970,287047,2010-02-08T05:56:49Z,0,33.4668884667,-86.69423805,United States,Alabama,Community
71970,287047,2010-02-07T03:26:51Z,0,33.4668884667,-86.69423805,United States,Alabama,Community
71970,287047,2010-01-31T18:17:54Z,0,33.4668884667,-86.69423805,United States,Alabama,Community
71970,287047,2010-01-27T01:54:58Z,0,33.4668884667,-86.69423805,United States,Alabama,Community
71970,287047,2010-01-17T19:31:03Z,0,33.4668884667,-86.69423805,United States,Alabama,Community
71970,287047,2010-01-14T01:08:08Z,0,33.4668884667,-86.69423805,United States,Alabama,Community
71970,287047,2010-01-13T04:05:17Z,0,33.4668884667,-86.69423805,United States,Alabama,Community
71970,287047,2010-01-12T06:55:56Z,0,33.4668884667,-86.69423805,United States,Alabama,Community
71970,287047,2009-12-29T00:38:17Z,0,33.4668884667,-86.69423805,United States,Alabama,Community
71970,468118,2010-01-28T22:10:14Z,4,33.40191817,-86.72877538,United States,Alabama,Outdoors
14410,468118,2010-08-15T20:40:02Z,4,33.40191817,-86.72877538,United States,Alabama,Outdoors
14410,468118,2010-06-03T19:34:13Z,4,33.40191817,-86.72877538,United States,Alabama,Outdoors
71970,101709,2010-01-25T00:38:29Z,0,33.465422938,-86.7919063568,United States,Alabama,Community
15201,101709,2010-04-10T16:45:46Z,0,33.465422938,-86.7919063568,United States,Alabama,Community
1556,101709,2010-05-16T22:57:32Z,0,33.465422938,-86.7919063568,United States,Alabama,Community
1556,101709,2009-12-14T23:41:39Z,0,33.465422938,-86.7919063568,United States,Alabama,Community
11344,101709,2011-04-25T23:35:20Z,0,33.465422938,-86.7919063568,United States,Alabama,Community
71970,448502,2010-01-24T23:56:20Z,0,33.46398031,-86.80080372,United States,Alabama,Community
71970,310265,2010-01-02T03:19:42Z,2,30.5344550833,-87.9013650667,United States,Alabama,Food
71970,293367,2009-12-30T01:54:06Z,2,33.42087185,-86.67956846,United States,Alabama,Food
1556,293367,2010-02-06T23:24:22Z,2,33.42087185,-86.67956846,United States,Alabama,Food
71970,113308,2009-12-29T18:35:51Z,6,33.4114842667,-86.66541335,United States,Alabama,Travel
28250,275520,2011-06-23T17:11:51Z,2,33.3764863,-86.8065834,United States,Alabama,Food
28250,275520,2011-01-29T20:13:38Z,2,33.3764863,-86.8065834,United States,Alabama,Food
1556,275520,2010-05-15T21:58:52Z,2,33.3764863,-86.8065834,United States,Alabama,Food
14410,275520,2010-04-29T17:28:30Z,2,33.3764863,-86.8065834,United States,Alabama,Food
14410,275520,2010-02-16T17:48:39Z,2,33.3764863,-86.8065834,United States,Alabama,Food
28250,1104889,2011-05-30T21:04:57Z,2,33.3744251,-86.8163711,United States,Alabama,Food
1556,1104889,2010-05-15T20:40:12Z,2,33.3744251,-86.8163711,United States,Alabama,Food
14410,1104889,2010-08-30T21:08:47Z,2,33.3744251,-86.8163711,United States,Alabama,Food
14410,1104889,2010-07-15T23:29:36Z,2,33.3744251,-86.8163711,United States,Alabama,Food
14410,1104889,2010-05-12T20:33:07Z,2,33.3744251,-86.8163711,United States,Alabama,Food
28250,319324,2011-05-28T17:16:01Z,2,33.4268279167,-86.7065517833,United States,Alabama,Food
28250,319324,2011-05-24T21:43:04Z,2,33.4268279167,-86.7065517833,United States,Alabama,Food
28250,319324,2010-01-09T17:33:15Z,2,33.4268279167,-86.7065517833,United States,Alabama,Food
28250,319324,2010-01-01T17:33:36Z,2,33.4268279167,-86.7065517833,United States,Alabama,Food
1556,319324,2010-06-13T19:58:38Z,2,33.4268279167,-86.7065517833,United States,Alabama,Food
1556,319324,2010-01-17T19:55:50Z,2,33.4268279167,-86.7065517833,United States,Alabama,Food
1556,319324,2010-01-01T22:05:07Z,2,33.4268279167,-86.7065517833,United States,Alabama,Food
28250,241075,2011-05-20T10:50:38Z,0,33.4153858604,-86.7603850365,United States,Alabama,Community
15201,241075,2011-06-12T14:06:26Z,0,33.4153858604,-86.7603850365,United States,Alabama,Community
15201,241075,2011-05-15T14:15:19Z,0,33.4153858604,-86.7603850365,United States,Alabama,Community
15201,241075,2011-01-16T17:06:56Z,0,33.4153858604,-86.7603850365,United States,Alabama,Community
15201,241075,2010-12-26T15:52:26Z,0,33.4153858604,-86.7603850365,United States,Alabama,Community
15201,241075,2010-01-17T19:41:57Z,0,33.4153858604,-86.7603850365,United States,Alabama,Community
1556,241075,2011-01-16T19:31:15Z,0,33.4153858604,-86.7603850365,United States,Alabama,Community
28250,19024,2011-05-18T16:46:47Z,2,33.4807298167,-86.7898655167,United States,Alabama,Food
28250,19024,2011-01-07T17:32:03Z,2,33.4807298167,-86.7898655167,United States,Alabama,Food
28250,19024,2010-01-06T01:15:11Z,2,33.4807298167,-86.7898655167,United States,Alabama,Food
28250,19024,2009-12-30T00:11:06Z,2,33.4807298167,-86.7898655167,United States,Alabama,Food
28250,19024,2009-12-22T18:07:54Z,2,33.4807298167,-86.7898655167,United States,Alabama,Food
15201,19024,2010-09-15T17:33:09Z,2,33.4807298167,-86.7898655167,United States,Alabama,Food
13916,19024,2009-11-08T19:06:03Z,2,33.4807298167,-86.7898655167,United States,Alabama,Food
1556,19024,2010-02-19T19:11:58Z,2,33.4807298167,-86.7898655167,United States,Alabama,Food
1556,19024,2009-11-12T23:54:45Z,2,33.4807298167,-86.7898655167,United States,Alabama,Food
28250,7061337,2011-05-14T16:19:21Z,1,33.51490396,-86.78934675,United States,Alabama,Entertainment
28250,7061337,2011-03-19T18:08:00Z,1,33.51490396,-86.78934675,United States,Alabama,Entertainment
28250,7061337,2011-03-12T17:02:48Z,1,33.51490396,-86.78934675,United States,Alabama,Entertainment
28250,6432532,2011-02-18T00:34:04Z,2,33.348365001,-86.794873175,United States,Alabama,Food
28250,6432532,2011-01-17T22:56:13Z,2,33.348365001,-86.794873175,United States,Alabama,Food
28250,6432532,2010-12-11T22:25:01Z,2,33.348365001,-86.794873175,United States,Alabama,Food
28250,887301,2011-02-17T18:28:31Z,2,33.4448901167,-86.7332735833,United States,Alabama,Food
28250,389624,2011-01-17T17:31:33Z,2,33.385073754,-86.738976954,United States,Alabama,Food
14410,389624,2010-11-01T16:35:18Z,2,33.385073754,-86.738976954,United States,Alabama,Food
14410,389624,2010-10-08T17:04:48Z,2,33.385073754,-86.738976954,United States,Alabama,Food
14410,389624,2010-07-29T16:47:55Z,2,33.385073754,-86.738976954,United States,Alabama,Food
28250,9531,2010-12-11T19:20:17Z,5,33.3815717667,-86.8036222333,United States,Alabama,Shopping
1556,9531,2009-12-24T19:43:43Z,5,33.3815717667,-86.8036222333,United States,Alabama,Shopping
1556,9531,2009-11-14T17:22:18Z,5,33.3815717667,-86.8036222333,United States,Alabama,Shopping
14410,9531,2010-01-29T16:17:08Z,5,33.3815717667,-86.8036222333,United States,Alabama,Shopping
28250,41768,2010-02-01T18:35:17Z,2,33.4461366167,-86.791594,United States,Alabama,Food
15201,41768,2011-06-22T00:47:40Z,2,33.4461366167,-86.791594,United States,Alabama,Food
1556,41768,2010-03-11T01:35:50Z,2,33.4461366167,-86.791594,United States,Alabama,Food
1556,41768,2009-12-17T23:31:04Z,2,33.4461366167,-86.791594,United States,Alabama,Food
1556,41768,2009-12-06T14:41:40Z,2,33.4461366167,-86.791594,United States,Alabama,Food
1556,41768,2009-12-01T23:52:06Z,2,33.4461366167,-86.791594,United States,Alabama,Food
1556,41768,2009-11-11T13:43:28Z,2,33.4461366167,-86.791594,United States,Alabama,Food
1556,41768,2009-10-09T22:26:44Z,2,33.4461366167,-86.791594,United States,Alabama,Food
28250,202192,2010-01-16T17:31:38Z,2,33.4454706549,-86.7336165905,United States,Alabama,Food
28250,106288,2010-01-07T01:43:23Z,1,33.5150644001,-86.8092119694,United States,Alabama,Entertainment
1556,106288,2010-12-22T01:00:21Z,1,33.5150644001,-86.8092119694,United States,Alabama,Entertainment
1556,106288,2010-01-21T14:05:39Z,1,33.5150644001,-86.8092119694,United States,Alabama,Entertainment
1556,106288,2009-12-17T14:09:29Z,1,33.5150644001,-86.8092119694,United States,Alabama,Entertainment
1556,106288,2009-12-16T13:58:49Z,1,33.5150644001,-86.8092119694,United States,Alabama,Entertainment
1556,106288,2009-12-14T17:57:36Z,1,33.5150644001,-86.8092119694,United States,Alabama,Entertainment
1556,106288,2009-12-11T14:11:48Z,1,33.5150644001,-86.8092119694,United States,Alabama,Entertainment
1556,106288,2009-12-08T18:32:16Z,1,33.5150644001,-86.8092119694,United States,Alabama,Entertainment
1556,106288,2009-12-03T18:15:31Z,1,33.5150644001,-86.8092119694,United States,Alabama,Entertainment
1556,106288,2009-12-02T14:01:09Z,1,33.5150644001,-86.8092119694,United States,Alabama,Entertainment
1556,106288,2009-11-18T13:58:35Z,1,33.5150644001,-86.8092119694,United States,Alabama,Entertainment
1556,106288,2009-11-16T17:51:29Z,1,33.5150644001,-86.8092119694,United States,Alabama,Entertainment
28250,18507,2010-01-07T00:31:14Z,3,33.5177478786,-86.8016266823,United States,Alabama,Nightlife
1556,18507,2011-03-18T17:59:21Z,3,33.5177478786,-86.8016266823,United States,Alabama,Nightlife
1556,18507,2010-05-14T17:23:07Z,3,33.5177478786,-86.8016266823,United States,Alabama,Nightlife
1556,18507,2010-03-08T19:30:59Z,3,33.5177478786,-86.8016266823,United States,Alabama,Nightlife
1556,18507,2010-02-10T18:04:17Z,3,33.5177478786,-86.8016266823,United States,Alabama,Nightlife
1556,18507,2010-01-27T23:22:12Z,3,33.5177478786,-86.8016266823,United States,Alabama,Nightlife
1556,18507,2009-12-10T14:32:11Z,3,33.5177478786,-86.8016266823,United States,Alabama,Nightlife
1556,18507,2009-12-03T17:40:50Z,3,33.5177478786,-86.8016266823,United States,Alabama,Nightlife
1556,18507,2009-12-02T23:13:11Z,3,33.5177478786,-86.8016266823,United States,Alabama,Nightlife
1556,18507,2009-12-01T18:57:47Z,3,33.5177478786,-86.8016266823,United States,Alabama,Nightlife
1556,18507,2009-11-17T17:31:12Z,3,33.5177478786,-86.8016266823,United States,Alabama,Nightlife
1556,18507,2009-11-12T18:55:08Z,3,33.5177478786,-86.8016266823,United States,Alabama,Nightlife
1556,18507,2009-11-06T18:26:50Z,3,33.5177478786,-86.8016266823,United States,Alabama,Nightlife
28250,79660,2010-01-06T23:29:05Z,2,33.4680567833,-86.7739466167,United States,Alabama,Food
15201,79660,2011-03-31T13:41:07Z,2,33.4680567833,-86.7739466167,United States,Alabama,Food
1556,79660,2011-01-23T16:08:07Z,2,33.4680567833,-86.7739466167,United States,Alabama,Food
1556,79660,2010-06-06T16:05:39Z,2,33.4680567833,-86.7739466167,United States,Alabama,Food
1556,79660,2010-05-16T22:42:58Z,2,33.4680567833,-86.7739466167,United States,Alabama,Food
1556,79660,2010-01-23T21:51:46Z,2,33.4680567833,-86.7739466167,United States,Alabama,Food
1556,79660,2010-01-07T06:11:55Z,2,33.4680567833,-86.7739466167,United States,Alabama,Food
1556,79660,2009-12-23T20:07:36Z,2,33.4680567833,-86.7739466167,United States,Alabama,Food
1556,79660,2009-12-19T17:53:42Z,2,33.4680567833,-86.7739466167,United States,Alabama,Food
1556,79660,2009-12-17T21:23:15Z,2,33.4680567833,-86.7739466167,United States,Alabama,Food
1556,79660,2009-12-02T23:42:53Z,2,33.4680567833,-86.7739466167,United States,Alabama,Food
28250,273906,2009-12-29T17:59:31Z,2,33.448359,-86.7274418833,United States,Alabama,Food
1556,273906,2010-02-06T20:47:34Z,2,33.448359,-86.7274418833,United States,Alabama,Food
11739,296641,2009-12-30T18:15:47Z,5,33.0918437167,-87.68037245,United States,Alabama,Shopping
11739,295884,2009-12-30T16:28:34Z,5,33.56448972,-86.82787388,United States,Alabama,Shopping
18284,479073,2010-07-05T12:53:36Z,6,30.6894232167,-88.0172747833,United States,Alabama,Travel
18284,508565,2010-07-05T12:51:56Z,6,30.6887530308,-88.0404531956,United States,Alabama,Travel
4390,508565,2010-04-21T21:08:09Z,6,30.6887530308,-88.0404531956,United States,Alabama,Travel
18284,182850,2010-07-05T12:50:53Z,1,30.6860220106,-88.0448198318,United States,Alabama,Entertainment
15201,295875,2011-06-23T13:40:34Z,5,33.46485984,-86.82573229,United States,Alabama,Shopping
15201,295875,2011-06-20T14:50:37Z,5,33.46485984,-86.82573229,United States,Alabama,Shopping
15201,295875,2011-06-16T15:11:15Z,5,33.46485984,-86.82573229,United States,Alabama,Shopping
15201,295875,2011-06-14T13:42:03Z,5,33.46485984,-86.82573229,United States,Alabama,Shopping
15201,295875,2011-06-13T13:04:06Z,5,33.46485984,-86.82573229,United States,Alabama,Shopping
15201,295875,2011-05-27T13:53:00Z,5,33.46485984,-86.82573229,United States,Alabama,Shopping
15201,295875,2011-05-24T15:32:29Z,5,33.46485984,-86.82573229,United States,Alabama,Shopping
15201,295875,2011-05-20T12:05:00Z,5,33.46485984,-86.82573229,United States,Alabama,Shopping
15201,295875,2011-05-19T13:33:21Z,5,33.46485984,-86.82573229,United States,Alabama,Shopping
15201,295875,2011-05-16T14:09:57Z,5,33.46485984,-86.82573229,United States,Alabama,Shopping
15201,295875,2011-05-12T15:17:09Z,5,33.46485984,-86.82573229,United States,Alabama,Shopping
15201,295875,2011-05-09T13:49:22Z,5,33.46485984,-86.82573229,United States,Alabama,Shopping
15201,295875,2011-05-03T13:19:18Z,5,33.46485984,-86.82573229,United States,Alabama,Shopping
15201,295875,2011-04-08T13:32:29Z,5,33.46485984,-86.82573229,United States,Alabama,Shopping
15201,295875,2011-04-01T16:20:00Z,5,33.46485984,-86.82573229,United States,Alabama,Shopping
15201,295875,2011-03-23T16:40:53Z,5,33.46485984,-86.82573229,United States,Alabama,Shopping
15201,295875,2011-03-18T13:16:59Z,5,33.46485984,-86.82573229,United States,Alabama,Shopping
15201,295875,2011-01-28T16:03:29Z,5,33.46485984,-86.82573229,United States,Alabama,Shopping
15201,295875,2011-01-03T16:26:26Z,5,33.46485984,-86.82573229,United States,Alabama,Shopping
15201,295875,2010-12-30T20:54:00Z,5,33.46485984,-86.82573229,United States,Alabama,Shopping
15201,295875,2010-12-22T16:43:29Z,5,33.46485984,-86.82573229,United States,Alabama,Shopping
15201,295875,2010-11-17T14:55:02Z,5,33.46485984,-86.82573229,United States,Alabama,Shopping
15201,295875,2010-07-12T12:33:19Z,5,33.46485984,-86.82573229,United States,Alabama,Shopping
15201,295875,2010-06-25T14:12:57Z,5,33.46485984,-86.82573229,United States,Alabama,Shopping
15201,295875,2010-06-24T12:20:41Z,5,33.46485984,-86.82573229,United States,Alabama,Shopping
15201,295875,2010-06-21T14:49:38Z,5,33.46485984,-86.82573229,United States,Alabama,Shopping
15201,295875,2010-06-15T16:12:19Z,5,33.46485984,-86.82573229,United States,Alabama,Shopping
15201,295875,2010-06-07T13:13:50Z,5,33.46485984,-86.82573229,United States,Alabama,Shopping
15201,295875,2010-06-03T13:29:44Z,5,33.46485984,-86.82573229,United States,Alabama,Shopping
15201,295875,2010-06-02T18:19:37Z,5,33.46485984,-86.82573229,United States,Alabama,Shopping
15201,295875,2010-06-01T13:12:17Z,5,33.46485984,-86.82573229,United States,Alabama,Shopping
15201,295875,2010-05-14T17:05:37Z,5,33.46485984,-86.82573229,United States,Alabama,Shopping
15201,295875,2009-12-30T16:27:12Z,5,33.46485984,-86.82573229,United States,Alabama,Shopping
1556,295875,2010-01-26T14:16:57Z,5,33.46485984,-86.82573229,United States,Alabama,Shopping
15201,246760,2011-06-22T23:37:01Z,2,33.5003574602,-86.7967557907,United States,Alabama,Food
15201,246760,2011-03-03T00:29:10Z,2,33.5003574602,-86.7967557907,United States,Alabama,Food
15201,246760,2010-07-28T17:30:22Z,2,33.5003574602,-86.7967557907,United States,Alabama,Food
93058,246760,2010-02-22T00:25:49Z,2,33.5003574602,-86.7967557907,United States,Alabama,Food
1556,246760,2010-03-04T18:34:30Z,2,33.5003574602,-86.7967557907,United States,Alabama,Food
1556,246760,2009-11-30T23:40:07Z,2,33.5003574602,-86.7967557907,United States,Alabama,Food
15201,6486184,2011-06-17T17:16:38Z,2,33.449099613,-86.827324642,United States,Alabama,Food
15201,6486184,2011-02-27T18:14:14Z,2,33.449099613,-86.827324642,United States,Alabama,Food
15201,6486184,2011-02-25T17:33:10Z,2,33.449099613,-86.827324642,United States,Alabama,Food
15201,6486184,2010-11-24T17:40:42Z,2,33.449099613,-86.827324642,United States,Alabama,Food
15201,4170449,2011-06-15T17:40:29Z,2,33.463784977,-86.839391309,United States,Alabama,Food
15201,4170449,2011-03-18T17:32:09Z,2,33.463784977,-86.839391309,United States,Alabama,Food
15201,1802727,2011-06-14T17:22:42Z,2,33.446650176,-86.824168678,United States,Alabama,Food
15201,497734,2011-06-03T11:09:07Z,2,33.6038979667,-86.2813084667,United States,Alabama,Food
15201,111169,2011-06-01T17:10:32Z,2,33.4191112101,-86.800467968,United States,Alabama,Food
1556,111169,2009-11-23T01:49:18Z,2,33.4191112101,-86.800467968,United States,Alabama,Food
15201,556959,2011-05-24T17:00:49Z,2,33.4476399667,-86.8249765333,United States,Alabama,Food
15201,90353,2011-05-23T17:41:29Z,2,33.466914,-86.8207948833,United States,Alabama,Food
15201,90353,2011-03-23T17:37:17Z,2,33.466914,-86.8207948833,United States,Alabama,Food
1556,90353,2010-03-01T19:14:20Z,2,33.466914,-86.8207948833,United States,Alabama,Food
1556,90353,2010-01-19T13:57:46Z,2,33.466914,-86.8207948833,United States,Alabama,Food
1556,90353,2009-12-09T14:07:45Z,2,33.466914,-86.8207948833,United States,Alabama,Food
1556,90353,2009-11-09T23:50:23Z,2,33.466914,-86.8207948833,United States,Alabama,Food
15201,1274418,2011-05-19T22:10:20Z,0,33.511197567,-86.7879956961,United States,Alabama,Community
15201,47884,2011-05-19T18:03:35Z,2,33.4702695,-86.7718205,United States,Alabama,Food
15201,47884,2011-04-08T17:35:36Z,2,33.4702695,-86.7718205,United States,Alabama,Food
1556,47884,2010-06-06T16:02:28Z,2,33.4702695,-86.7718205,United States,Alabama,Food
1556,47884,2010-05-16T22:46:56Z,2,33.4702695,-86.7718205,United States,Alabama,Food
1556,47884,2010-03-07T19:40:52Z,2,33.4702695,-86.7718205,United States,Alabama,Food
1556,47884,2010-02-24T18:55:31Z,2,33.4702695,-86.7718205,United States,Alabama,Food
1556,47884,2010-01-07T06:13:18Z,2,33.4702695,-86.7718205,United States,Alabama,Food
1556,47884,2009-12-24T01:04:55Z,2,33.4702695,-86.7718205,United States,Alabama,Food
1556,47884,2009-12-23T21:00:17Z,2,33.4702695,-86.7718205,United States,Alabama,Food
1556,47884,2009-12-19T18:12:46Z,2,33.4702695,-86.7718205,United States,Alabama,Food
1556,47884,2009-12-02T23:43:51Z,2,33.4702695,-86.7718205,United States,Alabama,Food
1556,47884,2009-11-10T23:56:45Z,2,33.4702695,-86.7718205,United States,Alabama,Food
1556,47884,2009-10-14T22:16:27Z,2,33.4702695,-86.7718205,United States,Alabama,Food
15201,411007,2011-05-15T18:46:13Z,2,33.6442795167,-86.6305523667,United States,Alabama,Food
15201,1242877,2011-05-13T16:49:29Z,2,33.5045564175,-86.7986816168,United States,Alabama,Food
15201,612280,2011-05-11T19:23:45Z,2,33.6078679833,-86.6417123833,United States,Alabama,Food
15201,612280,2011-04-03T16:32:32Z,2,33.6078679833,-86.6417123833,United States,Alabama,Food
15201,612280,2011-02-19T23:45:04Z,2,33.6078679833,-86.6417123833,United States,Alabama,Food
15201,612280,2011-02-13T18:38:58Z,2,33.6078679833,-86.6417123833,United States,Alabama,Food
15201,612280,2010-11-21T18:49:19Z,2,33.6078679833,-86.6417123833,United States,Alabama,Food
15201,153323,2011-05-10T17:22:53Z,2,33.4485735167,-86.8252960833,United States,Alabama,Food
15201,153323,2010-12-28T18:28:25Z,2,33.4485735167,-86.8252960833,United States,Alabama,Food
15201,153323,2010-12-17T18:58:05Z,2,33.4485735167,-86.8252960833,United States,Alabama,Food
1556,153323,2009-12-05T17:40:47Z,2,33.4485735167,-86.8252960833,United States,Alabama,Food
15201,25559,2011-05-04T17:26:36Z,2,33.425768979,-86.7941969633,United States,Alabama,Food
1556,25559,2011-05-05T23:11:50Z,2,33.425768979,-86.7941969633,United States,Alabama,Food
1556,25559,2011-02-20T00:06:31Z,2,33.425768979,-86.7941969633,United States,Alabama,Food
1556,25559,2011-02-05T00:20:57Z,2,33.425768979,-86.7941969633,United States,Alabama,Food
1556,25559,2011-01-30T18:01:57Z,2,33.425768979,-86.7941969633,United States,Alabama,Food
1556,25559,2011-01-23T18:22:21Z,2,33.425768979,-86.7941969633,United States,Alabama,Food
1556,25559,2011-01-14T18:53:48Z,2,33.425768979,-86.7941969633,United States,Alabama,Food
1556,25559,2010-09-30T23:18:16Z,2,33.425768979,-86.7941969633,United States,Alabama,Food
1556,25559,2010-08-11T23:38:24Z,2,33.425768979,-86.7941969633,United States,Alabama,Food
1556,25559,2010-07-25T17:25:10Z,2,33.425768979,-86.7941969633,United States,Alabama,Food
1556,25559,2010-07-02T23:39:20Z,2,33.425768979,-86.7941969633,United States,Alabama,Food
1556,25559,2010-06-05T01:13:52Z,2,33.425768979,-86.7941969633,United States,Alabama,Food
1556,25559,2010-05-05T23:03:32Z,2,33.425768979,-86.7941969633,United States,Alabama,Food
1556,25559,2010-03-21T00:43:52Z,2,33.425768979,-86.7941969633,United States,Alabama,Food
1556,25559,2010-03-14T23:30:15Z,2,33.425768979,-86.7941969633,United States,Alabama,Food
1556,25559,2010-03-13T20:28:48Z,2,33.425768979,-86.7941969633,United States,Alabama,Food
1556,25559,2010-02-28T19:31:41Z,2,33.425768979,-86.7941969633,United States,Alabama,Food
1556,25559,2010-02-20T01:45:08Z,2,33.425768979,-86.7941969633,United States,Alabama,Food
1556,25559,2010-02-14T20:57:50Z,2,33.425768979,-86.7941969633,United States,Alabama,Food
1556,25559,2010-02-03T00:27:18Z,2,33.425768979,-86.7941969633,United States,Alabama,Food
1556,25559,2009-12-26T19:50:12Z,2,33.425768979,-86.7941969633,United States,Alabama,Food
1556,25559,2009-12-21T00:16:09Z,2,33.425768979,-86.7941969633,United States,Alabama,Food
1556,25559,2009-12-14T23:49:05Z,2,33.425768979,-86.7941969633,United States,Alabama,Food
1556,25559,2009-12-02T00:46:19Z,2,33.425768979,-86.7941969633,United States,Alabama,Food
1556,25559,2009-11-17T23:53:42Z,2,33.425768979,-86.7941969633,United States,Alabama,Food
1556,25559,2009-11-08T17:47:35Z,2,33.425768979,-86.7941969633,United States,Alabama,Food
1556,25559,2009-10-31T19:26:30Z,2,33.425768979,-86.7941969633,United States,Alabama,Food
1556,25559,2009-10-18T17:08:37Z,2,33.425768979,-86.7941969633,United States,Alabama,Food
1556,25559,2009-10-02T23:29:34Z,2,33.425768979,-86.7941969633,United States,Alabama,Food
1556,25559,2009-09-24T23:20:12Z,2,33.425768979,-86.7941969633,United States,Alabama,Food
1556,25559,2009-09-18T23:50:36Z,2,33.425768979,-86.7941969633,United States,Alabama,Food
15201,83089,2011-05-03T17:36:31Z,2,33.4634778667,-86.8287436833,United States,Alabama,Food
1556,83089,2009-12-16T13:41:21Z,2,33.4634778667,-86.8287436833,United States,Alabama,Food
1556,83089,2009-11-19T13:46:36Z,2,33.4634778667,-86.8287436833,United States,Alabama,Food
1556,83089,2009-11-07T00:07:06Z,2,33.4634778667,-86.8287436833,United States,Alabama,Food
15201,365027,2011-04-27T12:54:36Z,0,33.5003412223,-86.8081767823,United States,Alabama,Community
15201,365027,2011-04-25T14:32:12Z,0,33.5003412223,-86.8081767823,United States,Alabama,Community
15201,365027,2011-04-22T15:54:49Z,0,33.5003412223,-86.8081767823,United States,Alabama,Community
15201,365027,2011-04-20T14:20:47Z,0,33.5003412223,-86.8081767823,United States,Alabama,Community
15201,365027,2011-04-18T14:03:11Z,0,33.5003412223,-86.8081767823,United States,Alabama,Community
15201,365027,2011-04-11T13:52:12Z,0,33.5003412223,-86.8081767823,United States,Alabama,Community
15201,365027,2011-03-29T14:05:48Z,0,33.5003412223,-86.8081767823,United States,Alabama,Community
15201,365027,2011-03-01T20:09:19Z,0,33.5003412223,-86.8081767823,United States,Alabama,Community
15201,365027,2011-02-28T14:46:36Z,0,33.5003412223,-86.8081767823,United States,Alabama,Community
15201,365027,2011-02-15T00:05:51Z,0,33.5003412223,-86.8081767823,United States,Alabama,Community
15201,365027,2011-01-31T14:40:42Z,0,33.5003412223,-86.8081767823,United States,Alabama,Community
15201,365027,2011-01-24T15:22:12Z,0,33.5003412223,-86.8081767823,United States,Alabama,Community
15201,365027,2011-01-05T15:16:24Z,0,33.5003412223,-86.8081767823,United States,Alabama,Community
15201,365027,2010-12-02T18:40:55Z,0,33.5003412223,-86.8081767823,United States,Alabama,Community
15201,365027,2010-05-05T15:24:11Z,0,33.5003412223,-86.8081767823,United States,Alabama,Community
15201,365027,2010-05-04T14:44:30Z,0,33.5003412223,-86.8081767823,United States,Alabama,Community
15201,365027,2010-04-26T13:51:15Z,0,33.5003412223,-86.8081767823,United States,Alabama,Community
15201,365027,2010-04-22T22:55:37Z,0,33.5003412223,-86.8081767823,United States,Alabama,Community
15201,365027,2010-04-19T22:17:06Z,0,33.5003412223,-86.8081767823,United States,Alabama,Community
15201,365027,2010-04-12T16:42:32Z,0,33.5003412223,-86.8081767823,United States,Alabama,Community
15201,365027,2010-04-01T23:18:34Z,0,33.5003412223,-86.8081767823,United States,Alabama,Community
15201,365027,2010-03-23T22:53:31Z,0,33.5003412223,-86.8081767823,United States,Alabama,Community
15201,365027,2010-03-22T16:32:26Z,0,33.5003412223,-86.8081767823,United States,Alabama,Community
15201,365027,2010-02-04T23:47:45Z,0,33.5003412223,-86.8081767823,United States,Alabama,Community
15201,365027,2010-02-03T00:03:49Z,0,33.5003412223,-86.8081767823,United States,Alabama,Community
15201,365027,2010-02-01T22:23:56Z,0,33.5003412223,-86.8081767823,United States,Alabama,Community
15201,365027,2010-01-26T02:08:13Z,0,33.5003412223,-86.8081767823,United States,Alabama,Community
15201,365027,2010-01-21T20:02:27Z,0,33.5003412223,-86.8081767823,United States,Alabama,Community
15201,365027,2010-01-19T21:16:54Z,0,33.5003412223,-86.8081767823,United States,Alabama,Community
15201,365027,2010-01-14T23:47:58Z,0,33.5003412223,-86.8081767823,United States,Alabama,Community
15201,365027,2010-01-13T16:42:42Z,0,33.5003412223,-86.8081767823,United States,Alabama,Community
15201,365027,2010-01-12T21:58:15Z,0,33.5003412223,-86.8081767823,United States,Alabama,Community
15201,365027,2010-01-12T02:12:44Z,0,33.5003412223,-86.8081767823,United States,Alabama,Community
15201,365027,2010-01-11T19:38:30Z,0,33.5003412223,-86.8081767823,United States,Alabama,Community
1556,365027,2010-06-01T21:54:18Z,0,33.5003412223,-86.8081767823,United States,Alabama,Community
1556,365027,2010-01-15T13:53:06Z,0,33.5003412223,-86.8081767823,United States,Alabama,Community
15201,377844,2011-04-21T01:52:50Z,2,33.46536147,-86.82419461,United States,Alabama,Food
15201,377844,2010-06-09T17:46:51Z,2,33.46536147,-86.82419461,United States,Alabama,Food
15201,375320,2011-04-20T00:39:32Z,2,33.4377560167,-86.7294866667,United States,Alabama,Food
15201,375320,2010-11-14T18:04:08Z,2,33.4377560167,-86.7294866667,United States,Alabama,Food
15201,185975,2011-04-12T16:25:35Z,0,33.5015697667,-86.8063168,United States,Alabama,Community
1556,185975,2010-06-01T21:57:44Z,0,33.5015697667,-86.8063168,United States,Alabama,Community
1556,185975,2009-12-15T22:47:53Z,0,33.5015697667,-86.8063168,United States,Alabama,Community
15201,199949,2011-04-04T18:28:54Z,2,33.4289326575,-86.7085219634,United States,Alabama,Food
1556,199949,2010-06-13T19:53:02Z,2,33.4289326575,-86.7085219634,United States,Alabama,Food
1556,199949,2010-01-01T21:33:42Z,2,33.4289326575,-86.7085219634,United States,Alabama,Food
